file,Column2,name,chinese_desc
ssriderseaa,Chinese Name,落日骑士 (4 人游戏 版本 EAA),"日落骑士是一个水平滚动平台射击，最多四个玩家设置在美国的狂野西部。四名神枪手赏金猎人（史蒂夫、比利、鲍勃和科尔马诺）在与臭名昭著的理查德·德拉罗斯爵士的最后摊牌之前，开始申请赏金，因为他们杀害了西方头号通缉犯。

这种行动既是步行也是骑马进行的，有时会被狂野的西部追逐所打破，比如不得不沿着逃离的水牛群的背上跑。每一个级别都以球员与他们一直在追捕的通缉犯进行一对一的战斗结束。

通过进入酒吧或击败某些携带麻袋的强盗可以获得动力和奖金。加电的形式是金色的警长徽章（使玩家的武器自动射击），或银色徽章，使玩家有第二把枪（使玩家有可能同时向两个方向射击）。两个电源可以同时配备。

玩家可以使用的其他武器包括女匪携带的炸药棒，可以在敌人爆炸前扔回敌人，以及只有在最后阶段才能使用的加特林枪。

在第2阶段和第5阶段的结束时，玩家必须在计时器用完之前从第一人称的角度向敌人射击。

日落骑士有八个阶段的游戏。"
ssridersebc,Chinese Name,落日骑士 (2 人游戏 版本 EBC),"日落骑士是一个水平滚动平台射击，最多四个玩家设置在美国的狂野西部。四名神枪手赏金猎人（史蒂夫、比利、鲍勃和科尔马诺）在与臭名昭著的理查德·德拉罗斯爵士的最后摊牌之前，开始申请赏金，因为他们杀害了西方头号通缉犯。

这种行动既是步行也是骑马进行的，有时会被狂野的西部追逐所打破，比如不得不沿着逃离的水牛群的背上跑。每一个级别都以球员与他们一直在追捕的通缉犯进行一对一的战斗结束。

通过进入酒吧或击败某些携带麻袋的强盗可以获得动力和奖金。加电的形式是金色的警长徽章（使玩家的武器自动射击），或银色徽章，使玩家有第二把枪（使玩家有可能同时向两个方向射击）。两个电源可以同时配备。

玩家可以使用的其他武器包括女匪携带的炸药棒，可以在敌人爆炸前扔回敌人，以及只有在最后阶段才能使用的加特林枪。

在第2阶段和第5阶段的结束时，玩家必须在计时器用完之前从第一人称的角度向敌人射击。

日落骑士有八个阶段的游戏。"
ssridersebd,Chinese Name,落日骑士 (2 人游戏 版本 EBD),"日落骑士是一个水平滚动平台射击，最多四个玩家设置在美国的狂野西部。四名神枪手赏金猎人（史蒂夫、比利、鲍勃和科尔马诺）在与臭名昭著的理查德·德拉罗斯爵士的最后摊牌之前，开始申请赏金，因为他们杀害了西方头号通缉犯。

这种行动既是步行也是骑马进行的，有时会被狂野的西部追逐所打破，比如不得不沿着逃离的水牛群的背上跑。每一个级别都以球员与他们一直在追捕的通缉犯进行一对一的战斗结束。

通过进入酒吧或击败某些携带麻袋的强盗可以获得动力和奖金。加电的形式是金色的警长徽章（使玩家的武器自动射击），或银色徽章，使玩家有第二把枪（使玩家有可能同时向两个方向射击）。两个电源可以同时配备。

玩家可以使用的其他武器包括女匪携带的炸药棒，可以在敌人爆炸前扔回敌人，以及只有在最后阶段才能使用的加特林枪。

在第2阶段和第5阶段的结束时，玩家必须在计时器用完之前从第一人称的角度向敌人射击。

日落骑士有八个阶段的游戏。"
ssridersjac,Chinese Name,落日骑士 (4 人游戏 版本 JAC),"日落骑士是一个水平滚动平台射击，最多四个玩家设置在美国的狂野西部。四名神枪手赏金猎人（史蒂夫、比利、鲍勃和科尔马诺）在与臭名昭著的理查德·德拉罗斯爵士的最后摊牌之前，开始申请赏金，因为他们杀害了西方头号通缉犯。

这种行动既是步行也是骑马进行的，有时会被狂野的西部追逐所打破，比如不得不沿着逃离的水牛群的背上跑。每一个级别都以球员与他们一直在追捕的通缉犯进行一对一的战斗结束。

通过进入酒吧或击败某些携带麻袋的强盗可以获得动力和奖金。加电的形式是金色的警长徽章（使玩家的武器自动射击），或银色徽章，使玩家有第二把枪（使玩家有可能同时向两个方向射击）。两个电源可以同时配备。

玩家可以使用的其他武器包括女匪携带的炸药棒，可以在敌人爆炸前扔回敌人，以及只有在最后阶段才能使用的加特林枪。

在第2阶段和第5阶段的结束时，玩家必须在计时器用完之前从第一人称的角度向敌人射击。

日落骑士有八个阶段的游戏。"
ssridersjad,Chinese Name,落日骑士 (4 人游戏 版本 JAD),"日落骑士是一个水平滚动平台射击，最多四个玩家设置在美国的狂野西部。四名神枪手赏金猎人（史蒂夫、比利、鲍勃和科尔马诺）在与臭名昭著的理查德·德拉罗斯爵士的最后摊牌之前，开始申请赏金，因为他们杀害了西方头号通缉犯。

这种行动既是步行也是骑马进行的，有时会被狂野的西部追逐所打破，比如不得不沿着逃离的水牛群的背上跑。每一个级别都以球员与他们一直在追捕的通缉犯进行一对一的战斗结束。

通过进入酒吧或击败某些携带麻袋的强盗可以获得动力和奖金。加电的形式是金色的警长徽章（使玩家的武器自动射击），或银色徽章，使玩家有第二把枪（使玩家有可能同时向两个方向射击）。两个电源可以同时配备。

玩家可以使用的其他武器包括女匪携带的炸药棒，可以在敌人爆炸前扔回敌人，以及只有在最后阶段才能使用的加特林枪。

在第2阶段和第5阶段的结束时，玩家必须在计时器用完之前从第一人称的角度向敌人射击。

日落骑士有八个阶段的游戏。"
ssridersjbd,Chinese Name,落日骑士 (2 人游戏 版本 JBD),"日落骑士是一个水平滚动平台射击，最多四个玩家设置在美国的狂野西部。四名神枪手赏金猎人（史蒂夫、比利、鲍勃和科尔马诺）在与臭名昭著的理查德·德拉罗斯爵士的最后摊牌之前，开始申请赏金，因为他们杀害了西方头号通缉犯。

这种行动既是步行也是骑马进行的，有时会被狂野的西部追逐所打破，比如不得不沿着逃离的水牛群的背上跑。每一个级别都以球员与他们一直在追捕的通缉犯进行一对一的战斗结束。

通过进入酒吧或击败某些携带麻袋的强盗可以获得动力和奖金。加电的形式是金色的警长徽章（使玩家的武器自动射击），或银色徽章，使玩家有第二把枪（使玩家有可能同时向两个方向射击）。两个电源可以同时配备。

玩家可以使用的其他武器包括女匪携带的炸药棒，可以在敌人爆炸前扔回敌人，以及只有在最后阶段才能使用的加特林枪。

在第2阶段和第5阶段的结束时，玩家必须在计时器用完之前从第一人称的角度向敌人射击。

日落骑士有八个阶段的游戏。"
ssridersuab,Chinese Name,落日骑士 (4 人游戏 版本 UAB),"日落骑士是一个水平滚动平台射击，最多四个玩家设置在美国的狂野西部。四名神枪手赏金猎人（史蒂夫、比利、鲍勃和科尔马诺）在与臭名昭著的理查德·德拉罗斯爵士的最后摊牌之前，开始申请赏金，因为他们杀害了西方头号通缉犯。

这种行动既是步行也是骑马进行的，有时会被狂野的西部追逐所打破，比如不得不沿着逃离的水牛群的背上跑。每一个级别都以球员与他们一直在追捕的通缉犯进行一对一的战斗结束。

通过进入酒吧或击败某些携带麻袋的强盗可以获得动力和奖金。加电的形式是金色的警长徽章（使玩家的武器自动射击），或银色徽章，使玩家有第二把枪（使玩家有可能同时向两个方向射击）。两个电源可以同时配备。

玩家可以使用的其他武器包括女匪携带的炸药棒，可以在敌人爆炸前扔回敌人，以及只有在最后阶段才能使用的加特林枪。

在第2阶段和第5阶段的结束时，玩家必须在计时器用完之前从第一人称的角度向敌人射击。

日落骑士有八个阶段的游戏。"
ssridersuac,Chinese Name,落日骑士 (4 人游戏 版本 UAC),"日落骑士是一个水平滚动平台射击，最多四个玩家设置在美国的狂野西部。四名神枪手赏金猎人（史蒂夫、比利、鲍勃和科尔马诺）在与臭名昭著的理查德·德拉罗斯爵士的最后摊牌之前，开始申请赏金，因为他们杀害了西方头号通缉犯。

这种行动既是步行也是骑马进行的，有时会被狂野的西部追逐所打破，比如不得不沿着逃离的水牛群的背上跑。每一个级别都以球员与他们一直在追捕的通缉犯进行一对一的战斗结束。

通过进入酒吧或击败某些携带麻袋的强盗可以获得动力和奖金。加电的形式是金色的警长徽章（使玩家的武器自动射击），或银色徽章，使玩家有第二把枪（使玩家有可能同时向两个方向射击）。两个电源可以同时配备。

玩家可以使用的其他武器包括女匪携带的炸药棒，可以在敌人爆炸前扔回敌人，以及只有在最后阶段才能使用的加特林枪。

在第2阶段和第5阶段的结束时，玩家必须在计时器用完之前从第一人称的角度向敌人射击。

日落骑士有八个阶段的游戏。"
ssridersubc,Chinese Name,落日骑士 (2 人游戏 版本 UBC),"日落骑士是一个水平滚动平台射击，最多四个玩家设置在美国的狂野西部。四名神枪手赏金猎人（史蒂夫、比利、鲍勃和科尔马诺）在与臭名昭著的理查德·德拉罗斯爵士的最后摊牌之前，开始申请赏金，因为他们杀害了西方头号通缉犯。

这种行动既是步行也是骑马进行的，有时会被狂野的西部追逐所打破，比如不得不沿着逃离的水牛群的背上跑。每一个级别都以球员与他们一直在追捕的通缉犯进行一对一的战斗结束。

通过进入酒吧或击败某些携带麻袋的强盗可以获得动力和奖金。加电的形式是金色的警长徽章（使玩家的武器自动射击），或银色徽章，使玩家有第二把枪（使玩家有可能同时向两个方向射击）。两个电源可以同时配备。

玩家可以使用的其他武器包括女匪携带的炸药棒，可以在敌人爆炸前扔回敌人，以及只有在最后阶段才能使用的加特林枪。

在第2阶段和第5阶段的结束时，玩家必须在计时器用完之前从第一人称的角度向敌人射击。

日落骑士有八个阶段的游戏。"
ssridersuda,Chinese Name,落日骑士 (4 人游戏 版本 UDA),"日落骑士是一个水平滚动平台射击，最多四个玩家设置在美国的狂野西部。四名神枪手赏金猎人（史蒂夫、比利、鲍勃和科尔马诺）在与臭名昭著的理查德·德拉罗斯爵士的最后摊牌之前，开始申请赏金，因为他们杀害了西方头号通缉犯。

这种行动既是步行也是骑马进行的，有时会被狂野的西部追逐所打破，比如不得不沿着逃离的水牛群的背上跑。每一个级别都以球员与他们一直在追捕的通缉犯进行一对一的战斗结束。

通过进入酒吧或击败某些携带麻袋的强盗可以获得动力和奖金。加电的形式是金色的警长徽章（使玩家的武器自动射击），或银色徽章，使玩家有第二把枪（使玩家有可能同时向两个方向射击）。两个电源可以同时配备。

玩家可以使用的其他武器包括女匪携带的炸药棒，可以在敌人爆炸前扔回敌人，以及只有在最后阶段才能使用的加特林枪。

在第2阶段和第5阶段的结束时，玩家必须在计时器用完之前从第一人称的角度向敌人射击。

日落骑士有八个阶段的游戏。"
ssrj,Chinese Name,超速赛车 Jr. (日版),玩家必须使用方向盘来控制汽车，用一个踏板来加速汽车。这辆车是红色的，必须在城市的街道上引导，避开其他CPU控制的汽车（包括一辆黄色的大众童车），并试图留在路上；在行人和柴油列车经过时，也要注意水平和斑马线。
sstarcrs,Chinese Name,超级之星冠 ,"月亮克雷斯塔是一个单屏射击，玩家控制着一艘武装船，该船沿着屏幕底部水平移动，必须使用他们的船摧毁攻击外星人的浪潮。

玩家以一艘装备着单门激光大炮的小船开始游戏。在成功完成前四波外星攻击后，玩家的船将能够与下一阶段的战斗机对接，尽管对接程序必须在规定的时间内完成。这艘更大的两级船增加了火力（三个激光）。

在成功地清除了另外两波外星波并在流星雨中幸存下来后，这艘两级船将能够与第三块也是最后一块对接，这艘船现在装备了五颗激光。根据对接程序完成的速度，奖励积分将获得。

如果多级船被击中，玩家将继续任何剩余的阶段。如果玩家获得3万分，他们将获得免费比赛，他们的分数将继续积累。

在前八个屏幕完成后，玩家的船将恢复到它的小的单阶段化身，游戏再次开始，难度增加。"
sstingry,Chinese Name,超级霹雳战车 (日版),"超级黄貂船是一个半战略自上而下的坦克动作射击游戏。

控制你的坦克穿过战场，摧毁所有途中的敌人，击败敌人的堡垒。"
sstrangr,Chinese Name,太空陌生人 ,变化包括UFO随机转身，以及射击盾牌的得分处罚。
sstrangr2,Chinese Name,太空陌生人 2 ,变化包括UFO随机转身，以及射击盾牌的得分处罚。
sstriker,Chinese Name,魔法大作战 ,"魔法罢工者，在日本发行的Mahou大作森（魔法世界末日）是1993年由Raing（现在被称为八ing）为拱廊开发的中世纪主题滚动射击游戏，后来移植到夏普X68000和FM Towns电脑和EZweb手机上。这是马侯大作森三部曲中的第一场比赛，其中包括王国大奖赛和迪马胡。
游戏的背景是一个充满魔法和魔法驱动的机器的幻想世界。一个和平的王国正受到入侵的地精帝国的攻击，由一个神秘的人类领袖，只被称为地精国王。由于王国发现自己无法驱走高布利根帝国的前进，科德温纳国王宣布悬赏高布利根国王的头颅。四位英雄响应召唤，出发击败地魔王，恢复王国的和平。

字符
增益，战士：一个剑和体战的大师，增益和他的宠物猴子谢恩在土地上游荡，寻找终极武器。被为戈布利根国王提供的巨额赏金所吸引，盖恩在他的船瓦尔哈利泽号上拿起武器，对抗戈布利根帝国。他的标志性武器是巴斯特剑。
魔术师奇塔：尽管奇塔外表年轻，但她是一个令人敬畏的魔法使用者，也是一个传奇英雄的孙女。她对村庄安静的生活充满了无聊，乘坐祖父的神奇船“枪达尔夫”偷偷溜走，去寻找冒险。她的标志性攻击是雷光和冰立方。
武士龙宫本：武士龙宫本彬彬有文，聪明，武士龙寻求报复他的前门徒之一津寺丸。津寺丸背弃宫本的教义，谋杀了宫本自己的主人，然后逃进了妖魔帝国。宫本不使用魔法船，而是用自己的双翼飞行，通过舒里肯、忍术石和其他秘密技术攻击。
博南，亡灵法师：被社会厌恶和回避，博南生活在隐居中，练习黑色的亡灵艺术，兴高采烈地收集骨头。他决定与地魔帝国作战，作为考验他力量的机会。通过头顶上的神圣龙头骨的力量，他能够转化为高尔哥底人，一种“船”形式，使他能够在空中飞行，吸收天空中的环境法力，以便施放他的咒语。他最喜欢的攻击是骷髅凝固汽油弹和搜索幽灵。"
sstrikerk,Chinese Name,魔法大作战 (韩版),"魔法罢工者，在日本发行的Mahou大作森（魔法世界末日）是1993年由Raing（现在被称为八ing）为拱廊开发的中世纪主题滚动射击游戏，后来移植到夏普X68000和FM Towns电脑和EZweb手机上。这是马侯大作森三部曲中的第一场比赛，其中包括王国大奖赛和迪马胡。
游戏的背景是一个充满魔法和魔法驱动的机器的幻想世界。一个和平的王国正受到入侵的地精帝国的攻击，由一个神秘的人类领袖，只被称为地精国王。由于王国发现自己无法驱走高布利根帝国的前进，科德温纳国王宣布悬赏高布利根国王的头颅。四位英雄响应召唤，出发击败地魔王，恢复王国的和平。

字符
增益，战士：一个剑和体战的大师，增益和他的宠物猴子谢恩在土地上游荡，寻找终极武器。被为戈布利根国王提供的巨额赏金所吸引，盖恩在他的船瓦尔哈利泽号上拿起武器，对抗戈布利根帝国。他的标志性武器是巴斯特剑。
魔术师奇塔：尽管奇塔外表年轻，但她是一个令人敬畏的魔法使用者，也是一个传奇英雄的孙女。她对村庄安静的生活充满了无聊，乘坐祖父的神奇船“枪达尔夫”偷偷溜走，去寻找冒险。她的标志性攻击是雷光和冰立方。
武士龙宫本：武士龙宫本彬彬有文，聪明，武士龙寻求报复他的前门徒之一津寺丸。津寺丸背弃宫本的教义，谋杀了宫本自己的主人，然后逃进了妖魔帝国。宫本不使用魔法船，而是用自己的双翼飞行，通过舒里肯、忍术石和其他秘密技术攻击。
博南，亡灵法师：被社会厌恶和回避，博南生活在隐居中，练习黑色的亡灵艺术，兴高采烈地收集骨头。他决定与地魔帝国作战，作为考验他力量的机会。通过头顶上的神圣龙头骨的力量，他能够转化为高尔哥底人，一种“船”形式，使他能够在空中飞行，吸收天空中的环境法力，以便施放他的咒语。他最喜欢的攻击是骷髅凝固汽油弹和搜索幽灵。"
stadhero,Chinese Name,棒球英雄 (日版),
stadhr96,Chinese Name,"棒球英雄96 (欧版, EAJ)","Dataeast&#039;s体育场英雄&#039;96 &副本；1996 Data East Corp。

数据东的棒球比赛。"
stadhr96j,Chinese Name,"棒球英雄96 (日版, EAD)","Dataeast&#039;s体育场英雄&#039;96 &副本；1996 Data East Corp。

数据东的棒球比赛。"
stadhr96u,Chinese Name,"棒球英雄96 (美版, EAH)","Dataeast&#039;s体育场英雄&#039;96 &副本；1996 Data East Corp。

数据东的棒球比赛。"
stagger1,Chinese Name,红鹰 (日版),"这个游戏的原型版本被称为“红鹰”。

吸引音乐是“突袭II”中的1级音乐的封面。"
stakwin,Chinese Name,赛马王 - GI 完全制霸之道 ,赌局赢家是一个2D赛马游戏。扮演骑师的角色，玩家必须使用游戏中的八匹可选马之一赢得一系列比赛。每匹马的力量、速度和耐力都有评级，使每匹马的操控性不同。在游戏期间，马的评级可以通过完成奖金级别来提高。每匹马都有一个耐力条显示在屏幕底部，旁边是马头的照片，显示其目前的健康状况。耐力杆随着马的跑而减少，当它耗尽时，那匹马的比赛就结束了。
stakwin2,Chinese Name,赛马大亨 / 赏金猎手 2 ,与您的冠军赛马比赛，击败所有的比赛，赢得巨大的奖品！飞出围场，在赛道上比其他人更快地比赛，以赢得比赛，只要记住尝试收集额外的零食，以保持马的耐力！
starfght,Chinese Name,小蜜蜂 ,加拉仙是一个传奇的单屏射击，它采取了一切使泰托的开创性的“太空入侵者”如此好，并在每个层面上改进了它。每个屏幕开始时，一波多色外星人在屏幕顶部左右移动；外星人迅速打破队伍，开始俯冲轰炸银河号（玩家的船）--要么是单个单位，要么是3人一组--在他们下降时投下多枚导弹。所有的外星人都需要被摧毁，然后玩家才能进入下一波。
starfgmc,Chinese Name,星式战斗机 (Moon Cresta 盗版),"月亮克雷斯塔是一个单屏射击，玩家控制着一艘武装船，该船沿着屏幕底部水平移动，必须使用他们的船摧毁攻击外星人的浪潮。

玩家以一艘装备着单门激光大炮的小船开始游戏。在成功完成前四波外星攻击后，玩家的船将能够与下一阶段的战斗机对接，尽管对接程序必须在规定的时间内完成。这艘更大的两级船增加了火力（三个激光）。

在成功地清除了另外两波外星波并在流星雨中幸存下来后，这艘两级船将能够与第三块也是最后一块对接，这艘船现在装备了五颗激光。根据对接程序完成的速度，奖励积分将获得。

如果多级船被击中，玩家将继续任何剩余的阶段。如果玩家获得3万分，他们将获得免费比赛，他们的分数将继续积累。

在前八个屏幕完成后，玩家的船将恢复到它的小的单阶段化身，游戏再次开始，难度增加。"
starfigh,Chinese Name,小蜜蜂 (v1),你和各种航天器、坦克、静态枪和老板战斗。在玩被摧毁的敌人的时候，会掉电。这些武器包括：侧面武器（浮动火箭）、短周期盾牌（浮动环）、速度加电（S）和额外炸弹（B）。还有一个块，当射击时，从7开始倒数，每个数字代表不同的武器模式。游戏可以单独玩，也可以和朋友一起玩。
starforc,Chinese Name,星际武力 ,"星力是一个单人游戏，垂直滚动射击，玩家驾驶一艘名为“最后之星”的太空船，在一系列漂浮在外层空间的岛屿上，必须摧毁敌人航天器和地面目标的波波。

特殊符号以定期的间隔出现，可以拍摄或收集奖金和加电。最后之星只配备了向前射击枪，但这些枪偶尔可以通过收集相关的电源来升级。这类似于一艘小型太空船，使最后恒星的长度翻了一番，同时也增加了它的火力。

星力中的阶段是由希腊字母字母指定的，每个阶段都有一个以希腊字母形式的级别结束守护者，必须被击败才能进入下一个级别。守护者向下移动屏幕，如果玩家在屏幕从视野中消失之前未能摧毁它，他们将有一个更多的水平，以便再次到达守护者。"
starforca,Chinese Name,"星际武力 (加密板, 第 2 套)","星力是一个单人游戏，垂直滚动射击，玩家驾驶一艘名为“最后之星”的太空船，在一系列漂浮在外层空间的岛屿上，必须摧毁敌人航天器和地面目标的波波。

特殊符号以定期的间隔出现，可以拍摄或收集奖金和加电。最后之星只配备了向前射击枪，但这些枪偶尔可以通过收集相关的电源来升级。这类似于一艘小型太空船，使最后恒星的长度翻了一番，同时也增加了它的火力。

星力中的阶段是由希腊字母字母指定的，每个阶段都有一个以希腊字母形式的级别结束守护者，必须被击败才能进入下一个级别。守护者向下移动屏幕，如果玩家在屏幕从视野中消失之前未能摧毁它，他们将有一个更多的水平，以便再次到达守护者。"
starforcb,Chinese Name,"星际武力 (加密板, 盗版)","星力是一个单人游戏，垂直滚动射击，玩家驾驶一艘名为“最后之星”的太空船，在一系列漂浮在外层空间的岛屿上，必须摧毁敌人航天器和地面目标的波波。

特殊符号以定期的间隔出现，可以拍摄或收集奖金和加电。最后之星只配备了向前射击枪，但这些枪偶尔可以通过收集相关的电源来升级。这类似于一艘小型太空船，使最后恒星的长度翻了一番，同时也增加了它的火力。

星力中的阶段是由希腊字母字母指定的，每个阶段都有一个以希腊字母形式的级别结束守护者，必须被击败才能进入下一个级别。守护者向下移动屏幕，如果玩家在屏幕从视野中消失之前未能摧毁它，他们将有一个更多的水平，以便再次到达守护者。"
starforce,Chinese Name,"星际武力 (加密板, 第 1 套)","星力是一个单人游戏，垂直滚动射击，玩家驾驶一艘名为“最后之星”的太空船，在一系列漂浮在外层空间的岛屿上，必须摧毁敌人航天器和地面目标的波波。

特殊符号以定期的间隔出现，可以拍摄或收集奖金和加电。最后之星只配备了向前射击枪，但这些枪偶尔可以通过收集相关的电源来升级。这类似于一艘小型太空船，使最后恒星的长度翻了一番，同时也增加了它的火力。

星力中的阶段是由希腊字母字母指定的，每个阶段都有一个以希腊字母形式的级别结束守护者，必须被击败才能进入下一个级别。守护者向下移动屏幕，如果玩家在屏幕从视野中消失之前未能摧毁它，他们将有一个更多的水平，以便再次到达守护者。"
stargate,Chinese Name,星际之门 ,"星门，也被称为“卫士II”，将把你带到一个全新的维度在视频游戏！不仅你在《卫士》中学到的技能会受到挑战和完善，而且如果你想在从外星人的魔爪中拯救类人类和进入星际之门方面取得胜利，新的策略也必须发挥作用！你的快速反应能力和精确的目标将测试邪恶的Yllabian太空孔雀鱼，发电机，太空嗡嗡声，燃烧弹和他们的火球，Phreds，大红和小点心！如果你成功地将你的船操纵到星际之门，你将立即被转移到地球上被绑架的人形生物的那部分！为了打开壮观的得分可能性，拯救四个人形，重新进入星际之门，你将在时空上扭曲3波，掀起耀眼的特效，并获得高分！

如果你必须摧毁你路径上的一切，或者冒着自毁的风险，激活Inviso反物质隐形装置，变得隐形和坚不可摧!Inviso时间加上一艘新船和一个智能炸弹，你每得分10,000点就可以获得！

如果一波中的十个人形生物都被绑架了，宇宙就会爆炸成片，留下致命的变种人在攻击中！生存到第5波，宇宙就会恢复，类人类安全...但你会成为伊拉比安狗战的目标！不会有着陆器绑架人形，但所有其他外星人都会有更强大更强大的力量集中在你身上！这将是一场到达侵略极限的外太空战斗，并将召唤你最后一盎司的决心和勇气！"
stargrds,Chinese Name,星际卫兵 ,《星际卫队》是一款多方向射击街机游戏，由Bally Midway于1987年发布。玩家必须使用两个八向操纵杆（一个用于移动，一个用于射击）来控制三个类似变形金刚的机器人（它们分别被颜色为红色、黄色和蓝色）。他们可以飞到任何他们想飞的地方（而且必须收集能量，以保持他们的力量）--但他们的目标是摧毁每颗恒星上最“领袖”来征服它，因为一旦他们征服了四颗恒星，他们就会获得一种新的武器（和名字）。他们从Flux（他有磁铁作为特殊武器）开始，然后转向切线（他有盾牌），然后是反弹（他有回弹郎）、开尔文（他有冻结射线）和闪电战（他有热寻道手榴弹）。在当前恒星中征服的玩家也将在全球地图上选择下一个。
starjack,Chinese Name,星际母舰 (Sega),"星杰克是一个早期的垂直滚动射击与一些有趣的特点。玩家从三个拳手开始，所有的拳手同时移动和射击。两架战斗机跟踪领头战斗机。星际杰克的特点是与纳木错游戏Xevious类似的计划，战斗机在空中向敌人战斗机射击，同时向地面上的敌人和目标投掷炸弹。

当任何拳手被杀死时，游戏会暂时暂停并重新居中玩家拳手，然后在同一点继续。当玩家的所有战士都被摧毁时，游戏就结束了。星杰克不允许继续。"
starjacks,Chinese Name,星际母舰 (Stern Electronics),"星杰克是一个早期的垂直滚动射击与一些有趣的特点。玩家从三个拳手开始，所有的拳手同时移动和射击。两架战斗机跟踪领头战斗机。星际杰克的特点是与纳木错游戏Xevious类似的计划，战斗机在空中向敌人战斗机射击，同时向地面上的敌人和目标投掷炸弹。

当任何拳手被杀死时，游戏会暂时暂停并重新居中玩家拳手，然后在同一点继续。当玩家的所有战士都被摧毁时，游戏就结束了。星杰克不允许继续。"
startrek,Chinese Name,星舰迷航记 - 企业号 ,"《星际TREK》是一款1人或2人的SEGA Color X-Y视频游戏，带有计算机化语音合成。玩家发现自己是企业号星舰的船长，他的任务是消除宇宙中对行星联合联合会的一些威胁。

《星际TREK》有一种独特的方法来显示对游戏至关重要的信息。这种方法包括将CRT分离为三个完全独立的屏幕。

扫描仪是玩家看到本地空间的自上而下或平面图的地方，企业版始终位于此屏幕的中心。查看器是玩家看到实际明显的3D图像的地方，就像他在看船的前窗一样。状态屏幕除了显示盾强度、光子鱼雷数量和剩余的扭曲能量外，还显示玩家得分。"
startrkd,Chinese Name,星舰迷航记 - 企业号 (Defender 盗版),"卫士是一个传奇的侧滚动射击--这是它的第一个类型--它的目的是驾驶一艘激光发射的太空船，保护被困在地球表面的人形生物免受成群的外星绑架者的伤害。

屏幕顶部的远程扫描仪显示了类人和攻击外星人的位置。理想的策略是在外星飞船到达人形之前击落它们。如果人形被捕获，外星绑架者仍然可以被摧毁，但玩家必须抓住坠落的人形，并在它坠落死亡之前将其送回地球表面的安全。

如果一个外星人被允许把受害者带到屏幕的最顶端，人形就会变异，成为捕获它的外星人的永久部分。这种新的致命突变将立即加入外星人的攻击。

随着行动的进展，挑战变得更加激烈。战斗机舰艇和它们的地雷很快就会加入绑架者的行列。还有一些母舰必须被摧毁；这些特别困难，因为直接击中将母舰撞成了蜂拥而至的小型舰，这些小型舰也必须被消灭。在整个任务中，玩家必须迅速行动，否则可能面临宇宙诱饵的破坏，一个快速而危险的敌人。

玩家有两个逃生选择作为最后的手段。第一个是“智能炸弹”，它摧毁了所有屏幕上的敌人。第二个选项是“超空间”，它随机地将玩家的船传送到水平的另一部分。这是非常危险的，因为它可能会使玩家的船处于比它离开的船更危险的位置。

如果所有的类人体都被成功绑架，这颗行星将在令人目眩的闪光中爆炸，直到下一颗行星到达之前剩余的波将在外太空发生，而且只包括摧毁敌人的波。"
startrks,Chinese Name,星舰迷航记 - 企业号 (Head On 硬件),
starwarr,Chinese Name,星际战士 ,"太空火鸟是一个或两个玩家的游戏，玩家从四面都受到高度机动性的火鸟攻击。玩家可以向左或向右移动太空船，并向攻击火鸟发射快速激光。一种特殊的扭曲模式允许太空船逃离危险，并向一群外星人开火。

火鸟
太空火鸟是一组独特的对手。有三种不同的鸟类，皇帝、鹰和海鸥，它们以复杂的循环阵型一起飞行，从四面八方射击和攻击。玩家必须跟踪激光命中，因为每只鸟对命中的抵抗水平不同。无畏的皇帝被四击摧毁，鹰被两击摧毁，翱翔的海鸥被一击摧毁。鹰号还有一枚致命的炸弹，它是在太空船上发射的。在炸弹爆炸前击中炸弹，可以获得额外的分数。炸弹击中时，会分散成致命的弹片。为了避免飞弹，炸弹必须从正下方击中。

太空船
太空船可以向右或向左移动，以躲避攻击火鸟。按下发射按钮，太空船就可以向接近的火鸟发射激光。玩家每场比赛可获得3艘（可调节）太空船。

WARP模式
激活曲速模式以逃避阻碍的危险或打击接近的鸟类。每艘太空船只有曲速模式。当被激活时，太空船被发射到太空，周围有一个力场，以偏转敌人的火力。在曲速模式下，火鸟可以通过撞上它们或近距离射击来消除。

如果所有的火鸟都被摧毁，玩家就会进入一个新的战斗序列，难度会增加。一艘新的太空船获得5,000分（可调节）分的奖励。当所有太空船都被摧毁时，游戏就结束了。"
